,岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位,工作职位1,公司名称1,专业1,学校1,学校层次1,职位名1,组织名1,项目名称1
5918,519,1,241,3015,1296,434,5,0,0,0,1,7674,10,10,0,0,0,272,624,9,0,0,0
5919,418,0,0,0,1205,1163,10,0,0,0,5,10230,16,6,740,0,0,1205,1163,10,0,0,222
5920,517,0,0,0,1197,547,10,0,0,0,3,10874,35,6,0,0,0,1197,279,3,0,0,12826
5921,519,2,1998,2380,1296,365,11,0,0,0,1,6657,4,8,0,311,2767,1296,154,10,0,0,0
5922,418,0,0,0,1296,270,10,0,0,0,3,3280,9,0,29,0,0,1285,268,3,0,0,9332
5923,326,1,1053,1815,1297,514,11,0,0,0,2,7140,17,4,0,0,0,1296,866,10,0,0,1360
5924,418,0,0,0,1296,954,10,0,0,0,2,8426,27,9,0,0,0,1203,954,10,0,0,4882
5925,519,0,0,0,1876,624,9,0,0,0,4,12738,10,0,0,0,0,0,0,0,0,0,137
5926,518,1,2258,4105,1296,474,10,0,0,0,2,1468,21,0,0,0,0,1296,474,10,0,0,7246
5927,417,1,1726,3394,1982,391,8,1,270,2307,0,0,3,1,0,0,0,2004,1079,8,0,0,0
5928,519,1,2007,4047,1296,577,11,0,0,0,0,0,9,4,0,0,0,1296,577,11,0,0,0
5929,418,0,0,0,1205,12,11,2,1,70,1,12485,20,5,0,0,0,1203,581,11,1,2276,0
5930,417,0,0,0,430,604,11,1,126,259,0,0,8,0,0,0,0,0,0,0,0,0,0
5931,516,1,2323,1852,1442,9,8,0,0,0,5,2050,11,0,0,0,0,0,0,0,0,0,11097
5932,517,1,2117,1456,1195,841,10,0,0,0,3,4218,15,13,0,0,0,1205,841,10,0,0,10627
5933,412,5,950,4206,1326,381,10,0,0,0,0,0,22,3,0,1314,1634,669,156,3,0,0,0
5934,418,1,2146,2380,206,447,10,0,0,0,2,2161,25,8,220,0,0,1296,204,3,0,0,8058
5935,335,1,1554,3332,1517,980,11,4,500,754,3,10329,34,11,53,0,0,1265,590,10,71,2108,11227
5936,516,0,0,0,1296,655,11,0,0,0,5,2080,30,0,0,0,0,1254,655,11,0,0,654
5937,517,0,0,0,1205,1163,10,0,0,0,3,5722,13,16,0,0,0,1205,350,3,0,0,5438
5938,328,0,0,0,1275,847,9,0,0,0,0,0,8,4,0,0,0,1275,655,11,0,0,0
5939,412,3,175,2393,1374,604,11,0,0,0,0,0,9,0,314,500,3853,0,0,0,0,0,0
5940,328,1,1,4045,1195,69,8,0,0,0,1,4476,23,10,0,0,0,1297,683,3,0,0,0
5941,518,2,1456,490,1275,212,9,2,1,572,2,692,9,0,0,1,2113,1243,212,9,1,571,4517
5942,412,2,1788,22,380,980,11,1,123,2004,2,7184,0,16,0,1569,2848,361,953,12,0,0,7088
5943,516,1,1,1453,1,400,11,0,0,0,0,0,12,13,0,0,0,848,171,10,0,0,0
5944,418,0,0,0,1297,630,11,0,0,0,4,7626,26,5,722,0,0,0,0,0,0,0,2382
5945,418,0,0,0,1296,1163,10,0,0,0,3,6997,17,2,722,0,0,1206,1163,10,0,0,3834
5946,328,2,215,1928,1296,365,11,2,1,808,1,3797,6,12,595,2184,823,1296,100,3,1,248,0
5947,519,0,0,0,1187,909,5,0,0,0,10,252,19,7,0,0,0,1187,980,11,0,0,4710
5948,519,0,0,0,834,940,12,0,0,0,4,9984,3,3,0,0,0,850,655,11,0,0,10611
5949,418,2,2117,2928,1297,991,10,0,0,0,2,7647,27,5,0,1024,3625,0,0,0,0,0,1826
5950,328,0,0,0,1296,1196,8,0,0,0,4,6173,17,6,614,0,0,1296,956,10,0,0,11078
5951,328,0,0,0,1192,510,10,0,0,0,1,6269,36,27,0,0,0,1205,710,3,0,0,0
5952,418,1,2117,4011,1265,1163,10,0,0,0,4,10124,11,7,0,0,0,1192,1163,10,0,0,12211
5953,328,2,1357,3772,420,69,8,0,0,0,4,1315,19,10,0,1357,3779,1279,69,8,0,0,861
5954,519,1,260,2721,1296,909,5,0,0,0,3,10999,19,3,645,0,0,1275,909,5,0,0,2159
5955,516,4,2249,1456,1296,548,11,0,0,0,2,9637,7,8,0,215,3833,1296,980,11,0,0,10760
5956,417,3,979,106,532,400,11,2,236,881,0,0,4,1,0,1887,1745,367,400,11,676,882,0
5957,328,2,1029,138,1296,1182,8,0,0,0,3,11979,13,11,0,2013,3316,1203,1182,8,0,0,12023
5958,518,1,1,899,1773,55,12,0,0,0,0,0,6,1,0,0,0,280,177,11,0,0,0
5959,418,0,0,0,1297,577,11,2,127,2561,2,3634,23,0,0,0,0,0,0,0,588,1177,2388
5960,519,1,1990,2383,1195,376,11,0,0,0,6,10567,2,9,0,0,0,1203,376,11,0,0,2275
5961,418,2,26,3663,209,40,10,0,0,0,1,9871,27,2,223,2113,3832,1,40,10,0,0,0
5962,516,0,0,0,1296,474,10,0,0,0,2,7520,0,8,0,0,0,1296,474,10,0,0,9233
5963,517,0,0,0,1,365,11,0,0,0,3,977,16,14,460,0,0,1285,657,3,0,0,3968
5964,518,0,0,0,1,151,12,0,0,0,1,1344,29,8,0,0,0,0,0,0,0,0,0
5965,518,0,0,0,1232,590,10,0,0,0,3,3124,17,2,0,0,0,1227,478,10,0,0,12047
5966,328,0,0,0,1275,471,11,0,0,0,2,7129,12,20,0,0,0,1189,904,10,0,0,12338
5967,328,2,2113,3975,1055,434,5,0,0,0,2,12823,9,0,0,2187,1068,288,1007,10,0,0,875
5968,519,1,252,2893,1457,655,11,0,0,0,2,8902,10,10,67,0,0,1198,637,10,0,0,3650
5969,324,1,1989,4343,208,474,10,0,0,0,3,5571,10,11,0,0,0,1296,713,3,0,0,5024
5970,331,0,0,0,496,173,3,3,1,2580,1,11298,22,18,196,0,0,1275,173,3,1,2089,0
5971,328,0,0,0,1195,1163,10,0,0,0,2,13038,27,10,0,0,0,1205,1186,3,0,0,5282
5972,519,1,1099,1690,1296,491,10,1,11,1056,0,0,0,28,0,0,0,1296,250,3,0,0,0
5973,328,2,671,467,1457,909,5,0,0,0,3,3409,22,10,614,2056,3398,1205,1163,10,0,0,3950
5974,519,0,0,0,1296,376,11,0,0,0,3,6955,4,6,90,0,0,0,0,0,0,0,10174
5975,517,0,0,0,1296,630,11,1,388,2155,3,6685,11,7,0,0,0,1789,630,11,0,0,1775
5976,326,0,0,0,1296,276,10,0,0,0,4,9958,26,5,567,0,0,35,341,3,0,0,4856
5977,519,1,249,3270,579,909,5,0,0,0,4,11009,3,0,0,0,0,1296,680,10,0,0,8414
5978,328,0,0,0,1296,581,11,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0
5979,326,0,0,0,1296,909,5,0,0,0,3,5074,3,7,0,0,0,1290,630,11,0,0,3958
5980,331,0,0,0,1225,427,10,0,0,0,1,7876,29,5,0,0,0,1224,433,10,0,0,0
5981,412,1,284,4243,1904,212,9,6,325,568,1,7119,5,13,0,0,0,912,433,10,325,18,0
5982,519,1,1202,1989,1296,396,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
5983,328,1,1,3253,1195,630,11,0,0,0,1,5643,5,7,0,0,0,1195,630,11,0,0,0
5984,430,1,1627,3439,377,958,11,1,606,2019,1,11083,7,0,0,0,0,0,0,0,0,0,0
5985,412,2,1944,3148,342,991,10,1,606,2147,0,0,9,0,0,839,3845,0,0,0,0,0,0
5986,430,4,1627,571,296,1049,8,2,747,2259,0,0,7,6,0,1627,3982,1165,1045,8,288,2260,0
5987,518,3,522,4289,585,413,8,0,0,0,1,12436,12,11,0,1699,2711,279,894,11,0,0,0
5988,331,0,0,0,1195,171,10,0,0,0,2,9840,15,2,0,0,0,1205,637,10,0,0,1838
5989,331,0,0,0,1195,577,11,0,0,0,2,12646,15,6,40,0,0,1205,225,10,0,0,3470
5990,344,3,1540,3517,1226,474,10,3,79,2611,0,0,13,15,0,1419,2104,1226,474,10,1,275,0
5991,418,0,0,0,1195,173,3,0,0,0,2,2406,36,0,722,0,0,1205,173,3,0,0,1194
5992,517,0,0,0,1296,471,11,3,13,1017,2,609,13,21,0,0,0,1296,471,11,146,138,10187
5993,418,0,0,0,1195,1163,10,0,0,0,2,472,13,8,716,0,0,1195,1163,10,0,0,467
5994,332,0,0,0,1225,447,10,2,228,1540,3,10025,25,17,0,0,0,1225,215,3,367,316,6089
5995,519,4,241,3723,1195,510,10,0,0,0,6,12840,0,9,0,241,297,1457,510,10,0,0,8584
5996,328,1,1356,532,1195,12,11,0,0,0,3,4354,21,12,0,0,0,1195,467,3,0,0,5071
5997,516,2,241,2634,1,510,10,0,0,0,2,7312,2,14,0,241,2374,1,510,10,0,0,7618
5998,342,0,0,0,1296,1156,11,0,0,0,2,7408,48,6,0,0,0,1296,1156,11,0,0,10415
5999,516,0,0,0,1296,548,11,2,27,2575,4,12871,7,6,0,0,0,1296,548,11,711,1163,7850
6000,518,0,0,0,1195,276,10,1,1,1506,3,9127,23,0,67,0,0,1275,276,10,0,0,7510
6001,328,0,0,0,1296,1012,8,2,135,1369,2,10418,8,11,0,0,0,1296,1012,8,1,1854,6992
6002,418,0,0,0,1204,510,10,0,0,0,2,7940,42,2,722,0,0,1275,445,3,0,0,11256
6003,519,0,0,0,1195,12,11,0,0,0,1,10865,11,6,55,0,0,1195,12,11,0,0,0
6004,519,3,1,1815,1195,327,9,0,0,0,1,7428,0,21,0,1,1467,1195,199,12,0,0,0
6005,328,0,0,0,1275,590,10,0,0,0,2,6285,17,9,0,0,0,1275,590,10,0,0,11432
6006,328,1,1,517,1457,604,11,0,0,0,3,4595,19,6,0,0,0,1194,171,10,0,0,6294
6007,516,2,13,3738,1296,212,9,0,0,0,1,3116,13,10,681,13,397,1296,630,11,0,0,0
6008,430,0,0,0,987,249,10,3,721,1115,0,0,6,5,382,0,0,0,0,0,1,627,0
6009,516,1,2291,2711,817,919,3,0,0,0,3,5432,6,1,0,0,0,1296,1163,10,0,0,5434
6010,517,1,197,1012,501,12,11,0,0,0,3,349,4,17,93,0,0,1296,12,11,0,0,5824
6011,519,0,0,0,1187,909,5,0,0,0,2,5440,15,12,0,0,0,1296,680,10,0,0,2528
6012,517,0,0,0,1187,590,10,0,0,0,3,10718,0,3,0,0,0,1187,590,10,0,0,10800
6013,340,3,1519,942,384,958,11,3,533,587,2,1871,5,6,0,1,717,297,212,9,342,2023,2726
6014,517,2,1819,1159,1,1182,8,0,0,0,5,4736,10,6,67,2375,298,1,1163,10,0,0,4215
6015,326,1,1100,3317,757,948,11,0,0,0,3,5832,14,12,0,0,0,303,1182,8,0,0,7109
6016,519,1,725,397,1876,919,3,0,0,0,3,2094,0,10,0,0,0,1296,325,3,0,0,6793
6017,517,0,0,0,1296,396,11,0,0,0,2,652,2,4,67,0,0,1296,396,11,0,0,1295
6018,517,0,0,0,1195,12,11,1,1,59,3,7475,10,5,0,0,0,764,12,11,0,0,7474
6019,518,0,0,0,1296,471,11,3,718,1031,3,8862,10,13,0,0,0,1297,471,11,172,1029,11850
6020,412,2,1564,2414,535,1053,8,1,639,2070,0,0,4,2,0,840,162,869,970,11,0,0,0
6021,418,1,1,1791,177,482,9,0,0,0,2,10471,22,4,223,0,0,361,841,10,0,0,3684
6022,340,2,1540,297,1289,177,11,1,650,2668,0,0,6,9,0,1540,426,1290,1163,10,0,0,0
6023,519,1,1998,2655,1195,909,5,0,0,0,5,8219,3,5,0,0,0,1195,590,10,0,0,3731
6024,418,0,0,0,1476,69,8,0,0,0,4,9845,11,10,0,0,0,1203,69,8,0,0,9848
6025,332,0,0,0,1189,548,11,0,0,0,1,6438,13,6,287,0,0,1189,548,11,0,0,0
6026,518,0,0,0,1297,1012,8,0,0,0,2,291,11,8,110,0,0,1297,350,3,0,0,3411
6027,418,1,2358,2147,814,1182,8,0,0,0,3,6575,10,9,722,0,0,1227,1147,10,0,0,3789
6028,418,1,2123,1492,1289,1163,10,0,0,0,2,7714,5,6,0,0,0,1290,1163,10,0,0,5908
6029,517,0,0,0,1,919,3,0,0,0,3,5368,4,5,460,0,0,1206,1186,3,0,0,9013
6030,519,0,0,0,1297,630,11,0,0,0,0,0,21,12,0,0,0,544,404,10,0,0,0
6031,516,1,941,201,1296,948,11,0,0,0,9,5112,31,10,0,0,0,1296,807,3,0,0,5603
6032,340,4,970,1884,1348,493,11,1,1,2318,4,1067,6,7,0,544,4073,459,896,10,0,0,10844
6033,418,1,1654,161,1297,427,10,0,0,0,3,12291,35,14,248,0,0,1297,279,3,0,0,6891
6034,328,1,1,1456,1297,909,5,0,0,0,3,12619,38,0,0,0,0,1288,364,3,0,0,10391
6035,418,0,0,0,1296,1147,10,0,0,0,2,6197,22,0,0,0,0,1275,1071,3,0,0,6627
6036,516,0,0,0,1275,1163,10,0,0,0,2,4843,7,4,653,0,0,1265,1163,10,0,0,4662
6037,516,0,0,0,1296,624,9,0,0,0,3,1978,15,5,67,0,0,1296,590,10,0,0,8677
6038,516,1,1,3766,1275,909,5,0,0,0,1,12146,5,5,0,0,0,1265,590,10,0,0,0
6039,417,3,587,4197,1088,840,10,2,1,1755,0,0,1,2,346,2065,3026,1661,840,10,1,769,0
6040,517,1,1,3001,248,847,9,0,0,0,0,0,5,2,531,0,0,395,1163,10,0,0,0
6041,412,3,1,2006,1119,548,11,3,137,1171,0,0,5,6,280,341,2009,0,0,0,137,217,0
6042,519,1,1,4041,807,904,10,2,1,1942,1,2821,3,16,165,0,0,0,0,0,1,249,0
6043,412,4,960,2920,1725,840,10,1,517,1436,0,0,7,11,0,2484,939,544,655,11,0,0,0
6044,342,0,0,0,1296,894,11,0,0,0,2,5973,32,0,267,0,0,1876,389,12,0,0,4026
6045,516,0,0,0,1296,581,11,0,0,0,0,0,13,7,0,0,0,1194,864,3,0,0,0
6046,342,1,547,1287,277,365,11,0,0,0,1,1414,13,9,264,0,0,279,285,3,0,0,0
6047,331,1,47,724,1296,866,10,0,0,0,2,8786,27,0,36,0,0,0,0,0,0,0,417
6048,328,0,0,0,1296,901,10,3,1,1672,2,10947,21,8,0,0,0,1296,544,3,1,2523,2750
6049,516,1,2312,2188,1195,396,11,0,0,0,3,5228,10,5,0,0,0,1294,445,3,0,0,11170
6050,519,0,0,0,842,1182,8,0,0,0,1,7943,6,9,0,0,0,1688,604,11,0,0,0
6051,332,0,0,0,1274,980,11,0,0,0,3,6967,13,6,290,0,0,0,0,0,0,0,2881
6052,412,2,1,2821,331,1180,3,2,380,159,0,0,0,19,0,1,3609,1608,601,10,692,759,0
6053,418,0,0,0,1296,630,11,0,0,0,2,803,25,8,0,0,0,1296,865,10,0,0,4568
6054,430,2,1610,3670,380,1146,10,2,773,2364,1,7584,2,5,0,1420,2289,0,0,0,1,2372,0
6055,335,0,0,0,1195,847,9,0,0,0,3,10404,1,6,0,0,0,1265,847,9,0,0,8570
6056,418,0,0,0,1297,400,11,0,0,0,1,4432,14,12,220,0,0,1285,858,3,0,0,0
6057,418,2,216,3737,1195,171,10,0,0,0,2,1838,19,9,704,1,24,1205,171,10,0,0,10870
6058,417,3,1419,813,532,1146,10,1,532,2369,6,12838,7,24,0,1858,3857,0,0,0,0,0,11556
6059,340,1,1787,3653,278,896,10,0,0,0,2,11608,14,7,0,0,0,277,896,10,0,0,11633
6060,516,0,0,0,1,548,11,0,0,0,2,3395,0,0,420,0,0,1,88,8,0,0,324
6061,517,2,241,3951,1296,958,11,0,0,0,5,12232,5,12,0,241,2500,1294,894,11,0,0,12029
6062,331,1,915,3619,1275,954,10,0,0,0,4,3110,20,14,191,0,0,1275,275,3,0,0,9992
6063,328,0,0,0,1205,1012,8,0,0,0,2,4771,6,15,400,0,0,1195,12,11,0,0,10217
6064,417,3,1057,690,981,577,11,1,665,1186,0,0,7,6,0,2224,2014,1232,577,11,0,0,0
6065,328,0,0,0,1195,1182,8,0,0,0,3,10036,11,25,614,0,0,1275,894,11,0,0,9355
6066,516,1,1391,2374,1297,376,11,0,0,0,4,9899,0,0,0,0,0,1297,376,11,0,0,8389
6067,418,0,0,0,1226,894,11,0,0,0,1,6854,42,0,722,0,0,1225,644,10,0,0,0
6068,342,2,525,1884,277,177,11,0,0,0,2,2203,37,11,0,531,291,277,680,10,0,0,1057
6069,418,0,0,0,1296,680,10,0,0,0,2,12913,53,4,722,0,0,1296,672,3,0,0,8272
6070,418,1,1666,4005,1205,547,10,0,0,0,2,1087,37,0,0,0,0,1205,865,10,0,0,903
6071,418,1,1024,3557,1837,986,3,0,0,0,3,11058,33,10,704,0,0,1936,993,3,0,0,3623
6072,332,0,0,0,723,447,10,1,507,1005,1,4936,6,10,0,0,0,1226,447,10,0,0,0
6073,418,0,0,0,1195,445,3,0,0,0,3,2185,28,0,235,0,0,1296,776,3,0,0,3848
6074,418,0,0,0,1297,271,3,0,0,0,2,7268,40,8,722,0,0,1296,1012,8,0,0,7118
6075,516,0,0,0,1296,534,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
6076,418,1,1203,136,1296,1091,10,1,1,2312,2,10817,8,10,0,0,0,1296,1091,10,0,0,1298
6077,331,0,0,0,1296,866,10,1,388,1848,2,1022,23,5,196,0,0,0,0,0,0,0,9152
6078,430,1,1647,1689,380,306,11,2,711,704,0,0,13,5,0,0,0,0,0,0,1,703,0
6079,516,4,2248,1453,770,536,8,1,585,1081,1,7826,24,8,0,2248,4283,1285,511,12,0,0,0
6080,519,3,2300,1938,1296,474,10,3,75,473,2,5780,15,12,0,273,1739,1296,474,10,164,183,9791
6081,412,2,2343,1620,30,1007,10,8,1,2171,3,8802,18,11,0,1708,3446,1297,283,3,1,156,1355
6082,342,0,0,0,713,894,11,1,639,2184,5,7174,42,0,0,0,0,738,1021,3,0,0,7856
6083,331,2,916,1815,1296,680,10,0,0,0,0,0,15,4,0,916,2333,0,0,0,0,0,0
6084,418,0,0,0,1195,12,11,0,0,0,2,901,17,0,722,0,0,1195,904,10,0,0,674
6085,418,0,0,0,1944,630,11,0,0,0,3,2141,18,5,0,0,0,1956,630,11,0,0,8839
6086,328,0,0,0,1296,980,11,0,0,0,2,4030,30,3,0,0,0,1296,980,11,0,0,482
6087,519,0,0,0,1457,1163,10,0,0,0,2,6426,8,6,0,0,0,123,682,3,0,0,9526
6088,519,0,0,0,1296,12,11,0,0,0,4,10988,26,22,639,0,0,1296,12,11,0,0,9636
6089,342,1,1157,1268,1296,1049,8,1,1,1897,3,7477,3,8,0,0,0,1291,894,11,0,0,1524
6090,418,0,0,0,1459,1163,10,0,0,0,5,13048,17,9,716,0,0,1640,1163,10,0,0,1134
6091,517,0,0,0,1195,847,9,0,0,0,2,9186,17,7,67,0,0,1275,384,12,0,0,2834
6092,517,4,1,297,1,958,11,0,0,0,1,9541,11,8,0,1,3846,1,604,11,0,0,0
6093,328,0,0,0,1226,954,10,1,1,2218,5,10440,19,9,614,0,0,0,0,0,0,0,7712
6094,518,0,0,0,1784,909,5,0,0,0,3,11997,7,12,0,0,0,1,909,5,0,0,8622
6095,328,1,1,1502,1195,1163,10,0,0,0,1,6274,21,4,614,0,0,1275,1007,10,0,0,0
6096,418,1,619,2374,1297,376,11,0,0,0,3,2988,22,10,246,0,0,1194,904,10,0,0,1790
6097,406,1,1,3403,1296,1012,8,0,0,0,4,1169,7,1,0,0,0,1939,581,11,0,0,6113
6098,427,4,1203,190,383,680,10,0,0,0,0,0,22,10,0,462,2159,379,690,3,0,0,0
6099,328,0,0,0,1296,590,10,0,0,0,2,6296,25,19,614,0,0,1942,283,3,0,0,6218
6100,516,1,2312,1708,1,471,11,0,0,0,1,11783,7,10,0,0,0,1782,630,11,0,0,0
6101,418,0,0,0,123,145,3,0,0,0,2,619,31,0,0,0,0,1275,713,3,0,0,620
6102,418,0,0,0,1226,171,10,0,0,0,3,11521,17,21,722,0,0,1227,858,3,0,0,5294
6103,519,0,0,0,1296,1163,10,0,0,0,2,4133,6,10,0,0,0,277,1163,10,0,0,9182
6104,516,0,0,0,1296,396,11,0,0,0,3,1653,6,0,0,0,0,1232,843,3,0,0,12698
6105,517,1,1,1017,1296,1182,8,0,0,0,0,0,2,4,0,0,0,1296,1182,8,0,0,0
6106,517,1,1203,170,1296,941,12,0,0,0,4,5850,3,16,0,0,0,0,0,0,0,0,4291
6107,412,3,343,2136,993,764,8,0,0,0,0,0,8,4,0,1203,2117,1027,768,12,0,0,0
6108,328,0,0,0,1296,478,10,0,0,0,2,1811,52,8,614,0,0,1296,865,10,0,0,3298
6109,516,1,1,917,248,909,5,0,0,0,3,12682,5,8,0,0,0,1205,171,10,0,0,4460
6110,406,0,0,0,1,548,11,0,0,0,1,5415,14,14,106,0,0,1,548,11,0,0,0
6111,519,1,1,732,1361,212,9,0,0,0,2,4187,21,7,0,0,0,1360,991,10,0,0,4782
6112,331,1,924,1815,1297,434,5,0,0,0,3,2626,34,3,0,0,0,1297,655,11,0,0,8744
6113,328,0,0,0,1296,1163,10,0,0,0,2,5912,18,13,0,0,0,1297,322,3,0,0,3397
6114,519,0,0,0,1457,505,12,0,0,0,3,1192,7,11,0,0,0,1457,510,10,0,0,5723
6115,412,1,1203,1574,1184,249,10,0,0,0,3,2796,20,16,0,0,0,1182,249,10,0,0,8120
6116,518,1,600,1787,1297,980,11,0,0,0,0,0,0,0,0,0,0,1275,986,3,0,0,0
6117,516,0,0,0,331,590,10,0,0,0,2,5217,23,2,0,0,0,354,590,10,0,0,5347
6118,328,0,0,0,141,655,11,0,0,0,4,3987,28,7,0,0,0,1,655,11,0,0,3738
6119,427,2,2035,1151,386,948,11,1,1,1993,2,11285,11,4,500,2040,1741,0,0,0,0,0,11266
6120,412,3,1690,1624,1108,427,10,2,1,177,1,1997,15,10,0,958,455,453,29,3,1,2587,0
6121,519,2,735,1877,1578,866,10,0,0,0,2,12511,6,1,172,1315,3016,1203,447,10,0,0,11915
6122,519,0,0,0,834,948,11,0,0,0,2,2742,30,25,387,0,0,1275,948,11,0,0,2299
6123,418,2,2361,920,1296,404,10,0,0,0,4,2145,28,1,706,2361,232,1296,1006,1,0,0,2935
6124,516,1,878,3846,61,485,12,0,0,0,1,1804,36,11,67,0,0,1199,590,10,0,0,0
6125,519,1,1,2374,1275,400,11,0,0,0,2,1600,0,11,0,0,0,1275,177,11,0,0,9692
6126,328,0,0,0,1195,69,8,0,0,0,1,8562,28,2,0,0,0,1189,445,3,0,0,0
6127,516,2,241,2597,277,493,11,0,0,0,4,10939,13,3,14,241,1272,277,442,3,0,0,8197
6128,406,1,164,3791,1187,1047,8,3,545,2261,2,5906,26,6,0,0,0,1205,581,11,388,1196,1382
6129,328,1,308,1453,706,630,11,1,1,2278,3,6299,39,8,0,0,0,282,948,11,0,0,13007
6130,517,2,651,107,1195,915,12,0,0,0,3,2739,1,0,0,1099,265,1296,899,12,0,0,4841
6131,342,3,1203,4270,277,572,8,0,0,0,4,7745,9,10,0,1203,2714,277,498,10,0,0,7746
6132,418,0,0,0,1187,12,11,0,0,0,2,8392,25,7,722,0,0,1194,581,11,0,0,8233
6133,328,1,1202,3309,155,447,10,0,0,0,8,2557,13,9,72,0,0,1688,439,3,0,0,4257
6134,331,0,0,0,1296,1147,10,0,0,0,1,6896,11,5,196,0,0,1290,1147,10,0,0,0
6135,418,0,0,0,1934,1182,8,0,0,0,2,7869,8,4,0,0,0,1806,1149,10,0,0,3453
6136,518,0,0,0,248,910,12,0,0,0,1,4998,11,11,67,0,0,1195,590,10,0,0,0
6137,328,2,1049,1815,1841,482,9,0,0,0,2,12178,5,2,0,1,1809,1472,657,3,0,0,3556
6138,519,2,269,397,834,970,11,0,0,0,2,11080,4,14,0,1930,995,1297,154,10,0,0,2127
6139,418,1,2266,1248,1296,408,10,0,0,0,2,10556,21,13,704,0,0,1296,408,10,0,0,7396
6140,328,0,0,0,67,402,10,0,0,0,3,1656,23,0,624,0,0,1784,402,10,0,0,3007
6141,418,4,216,657,1,1154,12,3,639,1995,3,1737,21,21,220,32,599,1297,72,8,367,218,1738
6142,418,0,0,0,416,69,8,0,0,0,2,6911,25,8,722,0,0,1784,843,3,0,0,3561
6143,418,1,1024,297,248,1163,10,0,0,0,2,10203,18,4,0,0,0,1205,1163,10,0,0,6600
6144,516,0,0,0,1296,365,11,0,0,0,3,4306,16,1,67,0,0,1296,1091,10,0,0,1296
6145,328,1,2201,3984,1187,130,3,0,0,0,2,7332,6,7,0,0,0,1476,427,10,0,0,833
6146,516,2,241,2636,1297,510,10,0,0,0,1,5231,11,6,0,241,2878,1194,1168,3,0,0,0
6147,418,0,0,0,1205,1163,10,0,0,0,2,971,15,11,0,0,0,1288,1163,10,0,0,11937
6148,516,2,241,297,1296,909,5,0,0,0,1,12593,8,9,0,241,1453,1296,909,5,0,0,0
6149,324,1,1,1310,1275,894,11,2,734,1150,2,2168,20,8,0,0,0,1244,547,10,734,1915,7880
6150,412,2,707,1114,1227,680,10,2,711,1466,0,0,2,0,0,388,2210,1227,680,10,255,599,0
6151,418,0,0,0,1296,408,10,0,0,0,2,2516,37,2,0,0,0,1296,408,10,0,0,3483
6152,418,1,2373,1652,1296,1147,10,0,0,0,2,6227,35,10,222,0,0,1194,103,3,0,0,3703
6153,328,0,0,0,1055,434,5,0,0,0,3,4695,12,8,614,0,0,288,1147,10,0,0,9832
6154,340,2,1506,2633,1421,1047,8,1,119,2083,0,0,5,9,0,1540,2682,1205,100,3,0,0,0
6155,519,1,241,911,1226,171,10,0,0,0,1,181,22,5,0,0,0,1226,171,10,0,0,0
6156,418,0,0,0,1205,12,11,0,0,0,3,2005,27,8,0,0,0,1205,1147,10,0,0,6193
6157,519,1,2398,3405,1296,1163,10,0,0,0,2,6927,5,0,0,0,0,1296,1163,10,0,0,3436
6158,406,0,0,0,256,662,8,0,0,0,4,6019,12,0,0,0,0,1275,577,11,0,0,212
6159,517,3,165,2020,1195,572,8,0,0,0,6,3673,10,0,0,547,62,1286,847,9,0,0,12180
6160,412,3,873,3681,957,394,10,3,1,852,0,0,5,19,280,1734,3507,1300,394,10,1,853,0
6161,340,2,1519,1865,30,909,5,0,0,0,7,9135,10,3,0,1519,1865,458,991,10,0,0,8535
6162,417,3,1569,2577,331,400,11,1,573,318,2,3310,19,3,333,1523,3400,1708,376,11,0,0,522
6163,347,3,1585,1920,1229,447,10,0,0,0,3,9285,8,9,0,1585,4493,0,0,0,0,0,9414
6164,340,4,1523,1277,458,122,12,0,0,0,0,0,7,0,0,1523,504,0,0,0,0,0,0
6165,516,2,938,224,1226,980,11,0,0,0,1,10599,10,7,0,253,2935,768,678,3,0,0,0
6166,519,1,241,1981,964,604,11,0,0,0,2,1206,13,31,645,0,0,964,604,11,0,0,1035
6167,418,2,1029,3905,579,1040,8,2,398,299,1,7204,5,11,0,55,3969,1205,491,10,225,2180,0
6168,331,0,0,0,1868,474,10,0,0,0,1,8645,27,2,0,0,0,0,0,0,0,0,0
6169,412,3,1603,2867,362,808,10,0,0,0,4,1638,3,8,0,707,2704,364,728,3,0,0,9524
6170,340,4,1523,2805,331,69,8,0,0,0,10,8419,3,4,334,1523,708,331,69,8,0,0,2815
6171,418,0,0,0,1296,306,11,0,0,0,2,1843,20,8,722,0,0,1249,171,10,0,0,2485
6172,331,2,2445,308,1186,212,9,2,372,570,4,4728,0,10,0,1373,1161,0,0,0,389,585,2712
6173,516,2,2012,641,1296,833,3,0,0,0,6,7482,3,19,0,202,3750,1296,833,3,0,0,9738
6174,516,1,241,1272,1296,936,12,0,0,0,1,8826,0,9,0,0,0,1294,400,11,0,0,0
6175,519,0,0,0,1195,909,5,3,116,1959,4,4784,4,12,0,0,0,1,1182,8,155,2462,11605
6176,326,0,0,0,1195,980,11,0,0,0,2,6228,24,0,0,0,0,1294,980,11,0,0,6296
