岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位
517,2,[287 1491],[4751 5129],[1264 1357],[155 1342],[7 21],1,[725],[1098],7,[17138 2395 9528 8703 9150 16874 13426],0,7,[]
324,1,[1043],[412],[1538 1538 1255],[576 587 587],[0 25 24],0,[],[],2,[6543 6500],3,6,[]
347,0,[],[],[1290 300],[352 321],[13 12 24],0,[],[],1,[1055],5,0,[331]
418,0,[],[],[1358 1358],[1301 120],[12 18],0,[],[],2,[5336 4990],61,5,[709]
328,1,[2681],[3405],[1357],[679],[11],0,[],[],1,[16661],26,6,[624]
518,0,[],[],[1357 1315],[750 750],[13 12 26 11],3,[685 685 685],[905 1706 1710],2,[14424 4467],21,7,[]
331,1,[1134],[3070],[1358],[1321],[11],0,[],[],2,[3689 3690],16,2,[41]
418,0,[],[],[1255 900],[21 21],[13 12 26 11],0,[],[],3,[15305 9259 14465],26,2,[]
418,3,[2134 2597 2597],[1115 3998 1133],[1336 1336],[203 203],[12 24],0,[],[],5,[17023 17926 15273 8387 269],24,22,[]
418,0,[],[],[1538 1255],[696 477],[13 12 18],0,[],[],3,[3145 10195 15669],22,4,[715]
516,2,[0 0],[2947 4871],[1354 1357],[559 1342],[8 5 13 12 21],0,[],[],0,[],0,10,[]
519,0,[],[],[0 1246],[21 21],[13 12 26 11],4,[636 636 636 636],[4 1792 70 61],2,[1322 889],2,20,[]
328,1,[2617],[4011],[253 294],[1046 679],[5 13 12 24],1,[0],[2759],1,[3668],9,1,[635]
328,0,[],[],[1551 1255],[1321 1321],[12 24],0,[],[],2,[8879 1914],23,4,[226]
331,1,[0],[3644],[1287 1288],[457 457],[12 24],0,[],[],4,[5503 601 1194 8076],27,5,[207]
328,1,[0],[2373],[1357 1357],[628 1155],[4 21],0,[],[],2,[10985 8498],10,14,[]
418,0,[],[],[167 151],[21 696],[13 12 26 11],0,[],[],2,[18120 5265],16,12,[]
519,0,[],[],[1538 1252],[21 21],[13 12 26 11],3,[66 494 745],[2004 2005 66],2,[4703 11447],0,11,[]
328,0,[],[],[739 0],[967 967],[12 24],0,[],[],5,[12741 7343 12741 10211 9813],8,16,[624]
430,1,[2004],[2016],[1560 1239],[465 465],[13 12 26 11],2,[457 0],[1032 1049],0,[],8,14,[]
417,3,[2426 559 1953],[275 3950 3070],[874 570 561],[1201 966 717],[7 25 23 5 13 11],3,[576 590 110],[2614 488 2452],2,[5032 5031],6,6,[]
417,5,[108 2234 1856 1259 1196],[3170 2926 4107 1382 4994],[311 1159],[195 30],[7 21],2,[0 879],[3117 3133],0,[],5,0,[]
418,1,[2874],[1719],[1357],[442],[11],0,[],[],2,[2474 17603],35,4,[]
418,1,[0],[1019],[583 1308 583],[1333 1321 1321],[0 25 24],0,[],[],3,[10870 10880 1677],30,10,[]
328,0,[],[],[1357 1357],[1046 790],[5 13 12 18],0,[],[],3,[4128 10477 5387],14,15,[]
418,0,[],[],[1255 1336],[21 21],[13 12 26 11],0,[],[],3,[8485 15817 12214],23,5,[]
418,2,[1491 1491],[345 4358],[1357 1357],[203 1024],[12 18],0,[],[],2,[4879 12616],15,0,[]
418,0,[],[],[1358 1254],[1342 1025],[7 26 11],0,[],[],1,[15660],26,2,[737]
418,1,[0],[3267],[1265 1351],[21 21],[13 12 26 11],0,[],[],3,[18124 17188 5280],18,2,[253]
517,0,[],[],[1622 0 1336],[573 573 1],[12 25 18],0,[],[],2,[6952 6712],21,7,[]
418,1,[2613],[267],[1255 1771],[1046 1046],[5 13 12 20 13 11],0,[],[],2,[17956 14662],40,10,[577]
519,1,[2460],[5385],[517 1786],[1314 822],[13 12 26 11],0,[],[],3,[9176 6884 6095],5,12,[480]
418,0,[],[],[1357 1346],[495 787],[12 18],0,[],[],2,[17465 9367],25,4,[244]
517,0,[],[],[375 1357],[96 612],[7 14],0,[],[],5,[17510 17774 18254 4668 15953],10,0,[]
412,4,[1219 2224 2147 0],[318 2190 1340 5293],[1632 896],[730 735],[12 18],1,[772],[325],2,[11915 12375],11,15,[]
412,3,[0 213 977],[1875 498 498],[1290 1360],[439 1130],[13 12 24],0,[],[],0,[],0,10,[]
328,0,[],[],[1336 1336],[967 505],[12 18],0,[],[],2,[17993 17343],29,14,[258]
328,0,[],[],[1358 1358],[83 83],[7 21],0,[],[],2,[17364 7962],18,8,[]
328,0,[],[],[1336 1326],[1089 1089],[0 14],0,[],[],2,[17379 15256],30,10,[]
417,6,[1469 1193 1085 2834 209 1149],[412 412 412 46 1702 1801],[1708 1580 0],[461 461 461],[13 12 26 12 26 11],0,[],[],0,[],3,11,[]
328,0,[],[],[1255 1255 1326],[1019 352 352],[0 26 12 26 11],2,[420 780],[827 839],2,[12000 17643],26,12,[]
324,1,[831],[1821],[1538 1255],[21 468],[13 12 24],0,[],[],3,[14815 4774 13978],27,19,[88]
418,1,[2613],[2164],[1357 1358],[21 21],[13 12 26 11],0,[],[],0,[],11,6,[244]
519,2,[287 287],[5034 2086],[1723 1255],[1063 631],[4 24],0,[],[],2,[969 9958],0,13,[]
328,0,[],[],[881 1255],[1109 1087],[13 12 24],0,[],[],3,[6395 8258 8843],38,11,[624]
418,0,[],[],[1255 1336],[967 892],[12 18],0,[],[],4,[11083 4733 5148 9699],15,6,[232]
412,5,[2076 557 0 1510 1470],[253 5527 4373 1609 1477],[539 538 1830],[1092 359 359],[12 25 24],0,[],[],0,[],13,11,[]
516,1,[0],[3554],[1622 1255],[591 591],[13 12 26 11],1,[0],[1295],2,[3914 291],12,2,[]
517,2,[843 2701],[3059 1358],[1950 1338],[717 250],[8 5 13 12 23 5 13 11],0,[],[],3,[8292 7482 16957],27,4,[467]
427,2,[1573 2513],[2292 2578],[1234 403],[730 730],[12 24],0,[],[],2,[13296 15936],11,6,[508]
519,1,[1276],[2100],[1551 1330],[573 203],[12 24],0,[],[],3,[2855 7352 3028],30,10,[]
344,2,[1182 941],[4483 1283],[397 1566],[1025 184],[13 12 24],1,[845],[399],3,[13699 4483 2830],6,8,[318]
418,0,[],[],[263 1263],[1321 1321],[12 24],0,[],[],1,[9326],16,5,[]
418,0,[],[],[1358 1358],[1155 1155],[7 21],0,[],[],3,[14514 7085 7503],26,8,[]
519,2,[2613 2678],[2549 2622],[1357 1358],[21 21],[13 12 26 11],0,[],[],4,[1702 9174 9121 7168],14,6,[664]
517,0,[],[],[1591 1255],[737 737],[12 24],0,[],[],5,[7656 7663 8393 6294 5741],22,8,[]
342,1,[1437],[4936],[1358 1358],[1342 1130],[7 24],0,[],[],2,[10582 722],20,6,[]
328,1,[806],[1066],[1357 1357],[1087 468],[12 24],0,[],[],2,[288 5712],14,4,[308]
418,0,[],[],[263 1265],[1321 1130],[12 24],0,[],[],3,[10412 943 6782],14,4,[]
418,1,[2876],[383],[1358 1358],[1155 1143],[7 18],0,[],[],1,[550],13,4,[254]
516,0,[],[],[1357 1248],[638 638],[13 12 26 11],0,[],[],1,[119],4,0,[]
417,2,[1205 710],[412 3699],[291 290],[978 986],[8 5 13 12 24],1,[504],[557],1,[15952],4,0,[]
340,2,[1915 1915],[498 3234],[655 1357],[106 147],[7 21],0,[],[],4,[3460 17507 11752 1787],9,11,[]
516,1,[287],[4891],[1357 1265],[544 544],[12 24],0,[],[],2,[1204 1205],3,15,[]
519,1,[2451],[926],[1350 39],[1130 294],[12 18],0,[],[],4,[12553 17914 18236 839],24,0,[480]
418,1,[1296],[2242],[1255 1357],[427 203],[13 12 24],0,[],[],2,[12796 9257],16,2,[]
418,0,[],[],[1532 1265],[1119 1119],[13 12 26 11],0,[],[],3,[937 6344 16594],18,10,[232]
418,0,[],[],[525 1248],[750 962],[13 12 18],0,[],[],3,[11624 1499 3469],40,9,[722]
418,0,[],[],[1336 1317],[495 1163],[12 18],0,[],[],2,[3950 11829],30,7,[764]
328,1,[698],[3527],[1357 1357],[503 495],[5 13 12 24],0,[],[],2,[5371 16136],12,3,[]
328,1,[2603],[5537],[293 294],[1030 1030],[12 24],0,[],[],5,[1192 14784 11944 698 5181],14,37,[628]
418,1,[0],[1101],[1357 1299],[203 203],[12 24],0,[],[],2,[13788 15550],25,0,[235]
418,2,[1287 2870],[3070 449],[1770 1309],[250 750],[8 5 13 12 26 11],0,[],[],2,[16565 14685],47,4,[232]
517,1,[1543],[1654],[1890 1732],[1321 1321],[12 24],0,[],[],0,[],5,16,[]
519,1,[287],[3929],[183 1336],[544 1],[12 18],0,[],[],1,[10059],5,4,[]
326,1,[287],[1379],[1336 1777],[822 822],[13 12 26 11],0,[],[],1,[2823],19,34,[95]
342,0,[],[],[1990 1267],[1304 117],[12 18],0,[],[],3,[15382 537 3550],30,4,[271]
418,2,[0 2864],[5010 4676],[1357 1358],[1321 354],[12 18],0,[],[],1,[5239],46,8,[]
412,0,[],[],[1279],[1025],[13 11],2,[801 826],[2575 2574],2,[14556 10652],5,14,[]
418,0,[],[],[455 455 1346],[1330 1321 314],[0 25 24],2,[919 156],[765 768],2,[4644 15445],21,12,[]
516,4,[287 287 287 287],[4626 412 4755 4457],[1255 1538],[587 587],[12 24],0,[],[],6,[17998 12041 14142 17104 11273 1114],0,9,[]
517,0,[],[],[1358],[1283],[3],5,[898 21 20 491 491],[1310 2001 2001 2001 2453],1,[2097],42,1,[715]
418,0,[],[],[1638 1329],[573 297],[12 18],1,[0],[2041],2,[667 937],33,0,[721]
517,1,[273],[4752],[1357 0],[573 404],[12 18],0,[],[],0,[],12,15,[]
418,1,[2864],[4636],[1255 1336],[21 21],[13 12 26 11],0,[],[],2,[2038 533],33,4,[709]
418,0,[],[],[511 1336],[726 321],[13 12 24],0,[],[],2,[3321 10256],31,3,[718]
342,1,[0],[5309],[1287 793],[967 239],[12 18],0,[],[],1,[13745],52,8,[]
519,1,[1162],[267],[1357 1255],[679 679],[12 24],0,[],[],5,[10359 8883 16258 8394 10356],15,3,[88]
417,4,[673 864 673 1176],[2819 2425 2268 986],[506],[503],[5 13 11],2,[502 878],[1155 1153],2,[4494 6250],10,8,[]
519,3,[287 2388 243],[4611 2453 1867],[978 1258],[250 1025],[8 5 13 12 26 11],0,[],[],3,[17203 17440 909],3,0,[]
328,1,[0],[4438],[1357 1319],[1087 1087],[12 24],0,[],[],3,[16447 18008 2343],13,0,[624]
335,0,[],[],[1287 1326],[750 314],[13 12 24],0,[],[],4,[6667 12074 4418 13347],29,2,[]
516,0,[],[],[437 437],[696 696],[13 12 26 11],0,[],[],6,[9808 703 9542 7077 17066 17067],14,21,[]
418,2,[2637 26],[226 2120],[1357],[546],[11],0,[],[],2,[3541 13074],24,4,[]
328,0,[],[],[1287 1287],[978 80],[8 5 13 12 21],0,[],[],2,[16040 2168],16,6,[]
418,0,[],[],[1255 1255],[171 675],[4 18],0,[],[],1,[7580],60,0,[232]
418,0,[],[],[171 1353],[203 364],[12 18],0,[],[],2,[14294 1256],30,9,[737]
519,0,[],[],[1357 293],[1265 263],[0 24],0,[],[],3,[12234 3847 13221],17,8,[480 520]
418,1,[784],[3722],[1357 799],[679 214],[12 18],0,[],[],3,[11255 18110 1456],17,8,[]
517,0,[],[],[1350 1336],[1067 1155],[0 21],0,[],[],7,[5919 6934 2795 8964 14646 8127 5894],2,19,[]
418,0,[],[],[881 1336 881],[80 321 80],[7 25 21],0,[],[],3,[15631 14891 14049],19,12,[709]
328,0,[],[],[1357 1351],[439 1163],[13 12 18],0,[],[],4,[4834 12561 16636 2344],30,17,[]
430,1,[0],[448],[384],[1130],[11],3,[0 245 402],[239 2520 2511],0,[],14,3,[]
418,0,[],[],[1255 1265],[750 737],[13 12 24],0,[],[],1,[1371],27,11,[]
427,3,[0 0 0],[2848 1671 4335],[403],[1027],[11],2,[902 0],[2262 2263],1,[4823],0,9,[]
331,1,[1141],[1835],[1350],[514],[3],0,[],[],2,[11686 573],27,9,[207]
328,0,[],[],[1538 1252],[1125 347],[4 18],0,[],[],2,[16119 8671],19,8,[624]
517,3,[1065 1491 1491],[4305 66 3312],[0 1287],[495 495],[12 24],0,[],[],3,[15651 16222 13009],16,8,[]
328,0,[],[],[901 739],[1130 203],[12 24],0,[],[],3,[8862 10069 15175],30,10,[]
518,0,[],[],[1255 375],[1063 1149],[4 24],0,[],[],1,[1078],6,6,[]
340,3,[1760 1896 1343],[5549 1587 971],[424 371],[1201 184],[7 24],0,[],[],1,[4738],10,0,[]
326,0,[],[],[1350 1355],[1046 1046],[5 13 12 20 13 11],0,[],[],2,[12705 7516],8,7,[]
519,4,[308 308 308 0],[222 724 3596 1665],[1357 1357],[1155 833],[7 18],0,[],[],4,[2277 3359 8929 9406],13,19,[]
418,0,[],[],[1255 1248 1255],[631 1130 631],[12 25 24],0,[],[],1,[2111],31,7,[723]
326,1,[1276],[2100],[1551 1330],[573 203],[12 24],0,[],[],3,[2855 7352 3028],30,10,[]
328,3,[1309 474 898],[4879 3194 2452],[1255 1358],[559 670],[8 5 13 12 26 11],0,[],[],1,[13233],7,10,[]
516,0,[],[],[877 1336],[1062 445],[0 24],0,[],[],5,[11750 808 12507 7031 13966],0,7,[]
328,0,[],[],[1350 1346],[542 314],[13 12 24],0,[],[],3,[5292 2976 13912],8,7,[624]
328,0,[],[],[1255 1258],[21 475],[13 12 24],0,[],[],3,[11795 16061 17309],31,0,[624]
412,1,[543],[756],[395],[142],[3],1,[115],[1920],1,[10645],11,2,[]
406,0,[],[],[1357 1357],[439 439],[13 12 26 11],0,[],[],3,[203 6398 7593],3,4,[]
517,1,[0],[3996],[1255 1254],[1342 83],[7 21],0,[],[],1,[9132],24,21,[]
516,2,[468 287],[445 2388],[218 1357],[587 587],[12 24],0,[],[],2,[12956 12957],12,6,[]
418,1,[0],[1413],[1252 1252],[171 285],[4 18],0,[],[],3,[750 16424 6706],44,6,[]
347,2,[2996 2996],[2204 2162],[1853],[83],[6],0,[],[],0,[],17,3,[775]
417,4,[119 1953 1734 1733],[1580 367 1766 111],[580 400 564],[559 461 461],[8 5 13 12 26 12 26 11],0,[],[],2,[11864 18208],12,7,[]
418,0,[],[],[1357 1357],[352 118],[13 12 18],0,[],[],3,[8267 14656 366],25,0,[]
342,0,[],[],[1255 1336],[321 1155],[12 21],0,[],[],3,[11005 1065 3185],14,5,[]
412,4,[2219 1901 1106 2969],[412 3598 2170 498],[389 398],[293 311],[12 18],2,[458 156],[735 764],0,[],7,22,[]
418,2,[1683 1683],[4494 4557],[1358 1358],[1149 4],[12 14],0,[],[],0,[],56,13,[]
517,1,[2031],[3176],[1357 1357],[631 631],[12 24],0,[],[],0,[],17,10,[]
418,0,[],[],[1551 1482],[1063 546],[4 24],0,[],[],2,[15715 14633],18,9,[]
331,2,[308 1134],[4574 2243],[1358 1278],[591 352],[13 12 26 11],0,[],[],1,[11346],16,5,[207]
328,0,[],[],[1357 1357],[679 325],[12 18],0,[],[],4,[5209 3172 17322 3222],14,12,[624]
412,3,[988 2235 2042],[1922 1647 4262],[0 0],[495 331],[12 18],0,[],[],1,[4913],0,8,[399]
519,0,[],[],[1357 378],[495 1373],[12 24],1,[458],[2999],0,[],8,5,[]
519,1,[0],[3241],[0 1255],[1046 784],[5 13 12 24],0,[],[],9,[14601 11553 422 5602 17763 14464 7276 7677 7665],4,11,[]
417,1,[513],[3450],[391],[503],[5 13 11],1,[458],[1154],0,[],13,6,[]
519,2,[287 2388],[63 2442],[1357 1353],[1073 587],[0 24],0,[],[],2,[7297 5130],8,4,[]
347,3,[1901 1899 0],[4476 1600 1615],[9 1290],[197 352],[0 26 11],0,[],[],1,[12972],23,3,[]
516,1,[2819],[3573],[290 290],[203 352],[12 26 11],0,[],[],0,[],0,7,[]
340,1,[1896],[3070],[1759 60 60],[927 184 184],[4 25 24],1,[449],[1626],0,[],5,6,[346]
517,0,[],[],[1538 1265],[750 750],[13 12 26 11],0,[],[],1,[6924],10,5,[]
412,3,[558 473 1391],[242 5415 3070],[1639 958],[569 546],[13 12 24],0,[],[],2,[13038 2881],7,4,[]
331,0,[],[],[1358],[495],[11],0,[],[],3,[11041 10812 1656],7,3,[]
418,0,[],[],[1357 1357 0],[465 465 465],[13 12 26 12 26 11],0,[],[],4,[14144 2522 2868 210],5,0,[]
418,1,[2603],[1611],[1357 378],[352 876],[13 12 24],0,[],[],2,[53 2283],21,8,[]
328,1,[1491],[709],[1660 482],[80 80],[7 21],1,[434],[914],1,[14259],9,4,[624]
519,1,[382],[448],[1538 1265],[730 301],[12 18],0,[],[],2,[2267 6022],5,10,[]
328,1,[0],[4123],[1357 1357 1357],[1321 1321 1130],[12 25 24],4,[0 0 0 0],[3116 2764 2771 2527],2,[8862 12362],99,10,[624]
331,2,[2659 2908],[731 4879],[1357 1898 1247],[184 475 475],[12 25 24],0,[],[],2,[12374 5121],12,0,[]
412,1,[0],[2498],[1264],[1321],[11],3,[79 154 361],[2865 2860 2859],0,[],11,4,[]
518,0,[],[],[1357 1358],[1321 370],[12 18],0,[],[],1,[1004],4,1,[486]
324,1,[2988],[952],[754 1287],[638 1155],[13 12 21],0,[],[],1,[13979],24,3,[]
340,3,[1915 1915 1915],[2488 86 1536],[1329],[730],[11],0,[],[],2,[2416 16844],4,7,[346]
430,3,[2016 2016 0],[5536 691 306],[397 401],[696 696],[13 12 26 11],2,[209 209],[1496 1490],2,[13787 12115],0,7,[]
412,2,[1589 267],[5229 917],[345 0],[822 822],[13 12 26 11],3,[685 338 434],[1893 1878 1884],0,[],9,1,[]
518,0,[],[],[437 1510],[978 696],[8 5 13 12 26 11],1,[320],[2589],1,[7591],12,0,[]
518,0,[],[],[1255 1191],[503 1103],[5 13 12 18],0,[],[],2,[6247 13725],11,10,[176]
418,1,[1296],[1530],[263 1354],[1321 1321],[12 24],1,[82],[2667],3,[6691 17551 13295],13,0,[244]
418,1,[1271],[2233],[1358],[468],[11],0,[],[],1,[12340],37,0,[217]
418,0,[],[],[1660 1255],[80 514],[7 18],0,[],[],1,[12412],21,4,[28]
418,0,[],[],[1034 1340],[457 1164],[12 18],0,[],[],2,[3482 5160],49,10,[]
418,0,[],[],[1357 1244],[171 726],[4 26 11],0,[],[],3,[943 9650 4955],29,0,[]
418,1,[2613],[3598],[1265 1263],[1342 1342],[7 21],1,[3],[308],3,[2520 5140 16453],21,2,[]
328,1,[1296],[1854],[1358 1358],[83 1324],[7 18],0,[],[],2,[8843 6157],20,0,[624]
418,1,[0],[595],[1358 1358 1358],[931 1174 931],[12 27 24],0,[],[],4,[12386 4351 705 14031],22,1,[]
516,0,[],[],[1357 1358],[634 263],[0 24],0,[],[],4,[407 11547 1958 16822],4,5,[]
331,0,[],[],[706],[1301],[11],0,[],[],3,[5503 9075 7281],26,9,[]
331,0,[],[],[1255 1265],[1119 1119],[13 12 26 11],0,[],[],2,[12186 16105],21,12,[]
324,1,[2371],[1613],[1287 1293 1287],[352 439 352],[13 12 26 12 26 11],0,[],[],0,[],22,0,[]
335,0,[],[],[1593 1786],[80 293],[7 24],1,[570],[2607],2,[17191 8470],38,7,[150]
347,2,[3000 1975],[4152 2525],[1170 1290 0],[1188 352 126],[7 26 12 14],2,[592 0],[840 833],6,[14279 11863 17576 9707 11116 11117],0,0,[]
331,0,[],[],[1255 1263],[1321 1321],[12 24],0,[],[],1,[597],19,4,[]
342,0,[],[],[1358 1357],[670 1038],[13 12 24],0,[],[],3,[12132 534 17388],16,2,[]
328,2,[2872 1117],[4629 27],[2101 1287],[1356 80],[7 21],0,[],[],1,[17347],30,0,[]
418,2,[2603 2906],[2256 5247],[1358],[503],[5 13 11],0,[],[],3,[12379 18353 18258],57,4,[]
328,1,[0],[1821],[1287 1287 0],[465 1155 5],[13 12 22 14],0,[],[],3,[7121 4721 3979],21,6,[550]
412,5,[867 1966 1966 2402 1453],[3936 174 4685 1768 3598],[0],[1373],[11],2,[365 720],[3000 2995],0,[],0,6,[]
418,1,[2900],[1510],[1358 1358],[518 699],[12 18],0,[],[],1,[3113],10,15,[]
516,1,[1411],[3070],[1264 1357],[427 1087],[13 12 24],0,[],[],1,[18039],9,4,[]
328,1,[0],[3108],[1287 1287],[822 1164],[13 12 18],0,[],[],3,[2957 6045 11331],16,19,[624]
516,2,[889 1598],[2586 4626],[1890 2053],[250 1301],[8 5 13 12 24],0,[],[],4,[12067 16291 16299 16583],0,12,[]
328,1,[1325],[3070],[437],[80],[6],0,[],[],2,[1232 1251],6,4,[]
519,0,[],[],[263 1250],[45 465],[12 26 11],0,[],[],2,[11468 10920],4,0,[88]
340,3,[1896 1896 1896],[3648 2418 844],[1265 1265],[1321 314],[12 24],1,[797],[2763],2,[15424 15423],7,14,[346]
519,2,[2753 0],[2452 1341],[219 1358 1358],[1063 252 1358],[4 19 14],2,[458 685],[456 3075],3,[1426 1427 8294],4,5,[]
328,0,[],[],[1357 1890],[293 293],[12 24],0,[],[],4,[18210 951 16644 4759],6,7,[]
517,0,[],[],[1357 1357],[876 634],[12 14],0,[],[],2,[6895 1620],12,7,[]
418,0,[],[],[854 1287],[518 518],[12 24],0,[],[],2,[9393 7408],26,4,[]
328,0,[],[],[1252 1254],[250 1301],[8 5 13 12 24],0,[],[],3,[16773 17241 16595],15,4,[]
519,0,[],[],[1538 1346],[21 331],[13 12 18],0,[],[],4,[13573 1343 1350 229],5,10,[]
328,1,[2552],[4753],[1336 0 1326],[352 352 352],[13 12 26 12 26 11],0,[],[],1,[5907],24,5,[]
328,1,[0],[1835],[0],[503],[5 13 11],0,[],[],3,[18126 18169 17086],44,2,[538]
418,0,[],[],[1255 1255 1248],[1063 231 1038],[4 27 24],0,[],[],4,[1097 7610 9301 10408],35,2,[406]
516,1,[735],[193],[1255 1309],[559 1038],[8 5 13 12 24],1,[0],[1967],2,[12997 5389],4,11,[]
516,1,[308],[432],[1357 1357],[489 990],[7 18],0,[],[],5,[9016 8024 12390 671 16856],0,10,[]
517,1,[0],[274],[0 137],[1046 822],[5 13 12 26 11],0,[],[],3,[7133 6464 16902],9,2,[]
516,2,[791 791],[3070 5303],[1786 1357],[872 155],[4 21],0,[],[],1,[6460],5,23,[156]
328,1,[0],[616],[263 1263],[978 978],[8 5 13 12 23 5 13 11],0,[],[],5,[15003 6927 16024 13766 8708],5,7,[]
516,0,[],[],[1264 374],[1155 999],[7 18],2,[834 501],[2951 485],3,[10109 13904 1309],13,23,[]
328,1,[287],[3590],[1358 1351],[1046 726],[5 13 12 26 11],0,[],[],0,[],2,8,[]
328,1,[298],[1050],[1287 724],[542 737],[13 12 24],0,[],[],4,[5010 14673 9455 18103],40,16,[]
519,0,[],[],[279 96],[1314 1314],[13 12 26 11],0,[],[],1,[3727],19,14,[665]
331,0,[],[],[1358],[1306],[13 11],1,[0],[1985],3,[369 3366 14395],17,5,[]
328,0,[],[],[0 1353],[1155 1155],[7 21],0,[],[],3,[6426 1553 770],23,4,[624]
519,0,[],[],[455 1336],[1314 252],[13 12 18],0,[],[],2,[15374 14827],8,6,[664]
412,2,[535 186],[2241 3222],[584 934 593 593],[967 229 967 229],[12 19 25 18],0,[],[],3,[10599 11454 2287],11,6,[]
418,0,[],[],[1358],[213],[13 11],0,[],[],3,[4339 7088 2473],4,0,[244]
328,0,[],[],[1287 1288],[495 956],[12 18],0,[],[],3,[2731 10619 3981],28,26,[550]
417,2,[639 1573],[1686 1042],[1212 664],[861 860],[7 21],0,[],[],1,[275],24,2,[]
519,1,[2711],[2124],[0 0],[80 495],[7 24],0,[],[],1,[14994],0,0,[]
519,1,[287],[209],[0 166 2072],[587 587 726],[12 25 26 11],0,[],[],1,[13326],10,14,[88]
418,1,[1287],[1910],[1255 1255 1358],[80 177 328],[7 27 18],0,[],[],2,[13607 3514],45,11,[]
516,2,[1983 0],[3578 2376],[293 293 293],[544 544 737],[12 25 24],0,[],[],2,[12435 12431],3,9,[]
418,1,[1278],[4626],[1935 294],[1063 291],[4 18],0,[],[],1,[17193],17,9,[712]
418,1,[2622],[557],[1358],[679],[11],0,[],[],1,[9784],35,4,[741]
418,2,[178 0],[1225 1192],[1255 1265],[233 1081],[4 26 11],0,[],[],1,[646],15,0,[726]
519,1,[0],[1751],[171 2053],[1063 750],[4 26 11],0,[],[],3,[3871 13157 15395],7,4,[]
328,0,[],[],[996 996 1358],[937 1314 1323],[0 26 12 18],0,[],[],3,[3881 10148 10146],27,5,[]
331,0,[],[],[1538 1265],[203 203],[12 24],1,[458],[2636],2,[17566 1165],15,8,[198]
342,4,[673 673 673 659],[3216 5183 5078 448],[631 1357],[715 1300],[7 24],0,[],[],2,[6244 9507],15,0,[]
418,0,[],[],[1264 1336],[1155 735],[7 18],0,[],[],3,[13190 6084 1482],41,4,[709]
328,0,[],[],[1255 1255],[1119 1119],[13 12 26 11],0,[],[],1,[7279],11,12,[]
519,1,[287],[2881],[1743 1357 1357],[1063 503 706],[4 20 13 12 14],0,[],[],4,[10282 6581 6408 7453],15,7,[]
418,1,[2544],[3978],[1287 1287],[203 205],[12 18],0,[],[],2,[3982 7424],14,10,[]
328,0,[],[],[1350 1349],[80 120],[7 18],1,[0],[299],2,[16675 10339],15,4,[]
516,0,[],[],[1357 1358],[1314 1314],[13 12 26 11],0,[],[],1,[3137],0,7,[88]
342,0,[],[],[436 0 1510],[696 696 1038],[13 12 26 12 24],0,[],[],3,[3788 9810 9811],15,11,[270]
412,3,[2548 2971 143],[5381 3192 1147],[360 395],[884 981],[7 24],1,[683],[1813],0,[],9,1,[]
418,0,[],[],[1358 1358 1357],[560 563 227],[0 25 18],1,[907],[1862],3,[1999 5042 9662],21,6,[713]
518,1,[1686],[2574],[143 1358],[1046 726],[5 13 12 26 11],0,[],[],4,[1464 1909 15815 5317],21,3,[]
516,2,[2276 1437],[3173 3041],[1358 1358],[587 587],[12 24],0,[],[],2,[13951 12105],0,1,[]
331,1,[56],[4053],[171 846],[1119 214],[13 12 18],4,[397 576 494 434],[2486 2487 49 644],3,[12925 17180 14996],20,14,[210]
518,0,[],[],[1265 1255 0],[1321 1038 1321],[12 25 24],0,[],[],1,[835],18,15,[]
347,3,[2484 1839 2998],[5570 1475 2478],[1836 1836],[991 991],[12 24],0,[],[],0,[],8,0,[]
418,0,[],[],[291],[83],[6],0,[],[],2,[530 1125],41,2,[232]
418,1,[1287],[2439],[1357],[1125],[3],0,[],[],1,[3276],27,6,[]
519,0,[],[],[302 302 302],[220 203 203],[0 25 24],0,[],[],9,[4449 3352 4735 4736 18246 983 12428 10049 1132],18,23,[]
340,3,[1901 1870 867],[267 2864 699],[367],[784],[11],2,[546 0],[1761 1746],3,[7102 5555 1109],3,8,[]
519,0,[],[],[1357 1357],[1342 403],[7 26 11],1,[0],[934],3,[10378 6098 9970],0,17,[]
418,1,[2894],[1821],[1252 1252],[1321 1321],[12 24],0,[],[],2,[14880 7055],29,4,[737]
340,4,[1901 1901 1901 1901],[3260 3335 3890 844],[1514 1353],[72 967],[0 24],0,[],[],2,[428 1539],17,0,[]
406,2,[966 1828],[452 1693],[1358 1358 1358],[176 80 80],[0 22 21],0,[],[],5,[6619 1884 6528 6267 10736],4,10,[]
518,2,[308 287],[4626 2268],[1357 1546],[1046 1046],[5 13 12 20 13 11],0,[],[],1,[17457],5,1,[]
417,3,[1957 1735 464],[3004 5043 1081],[1815 573],[213 1089],[13 12 14],0,[],[],0,[],10,10,[]
418,1,[36],[1821],[1358],[184],[11],2,[956 956],[1078 2939],4,[12349 13269 17482 17485],55,6,[]
328,0,[],[],[0 0],[1063 992],[4 24],0,[],[],2,[8860 3794],25,4,[]
417,4,[0 0 238 0],[4879 86 2673 4336],[1130 471],[552 1032],[12 24],0,[],[],2,[2376 12465],7,15,[]
519,1,[0],[4792],[1357 1358],[1109 1314],[13 12 26 11],0,[],[],3,[13982 13042 1623],5,17,[]
