岗位ID,工作经历数量,社会经历数量,项目数量,技能数量,荣誉数量
417,1,0,3,6,8
412,4,2,1,6,6
328,0,0,2,13,4
324,2,0,3,0,4
418,0,0,2,41,7
519,0,0,3,27,23
328,0,0,3,13,6
519,0,0,4,34,28
519,1,0,6,0,0
516,3,0,1,10,2
518,0,0,3,15,4
412,2,1,1,6,11
340,2,0,1,7,5
340,3,1,0,7,0
324,0,0,3,17,0
418,0,0,3,37,8
418,0,0,1,16,1
418,0,0,4,0,0
328,0,0,3,23,36
519,0,0,3,9,17
328,1,0,2,20,0
328,2,0,3,10,6
519,0,0,5,0,5
430,2,0,2,6,10
335,0,0,3,10,3
519,2,0,1,3,3
328,3,1,3,17,0
324,3,0,2,13,7
418,1,0,3,19,8
328,0,0,1,20,15
519,1,0,1,27,9
516,0,0,2,14,5
328,0,0,1,47,2
406,1,0,2,30,2
519,1,0,1,7,7
347,8,0,4,0,13
519,2,3,0,7,11
412,3,5,0,16,12
517,1,0,3,19,9
347,5,2,1,13,8
519,0,0,2,19,5
519,3,0,4,6,11
418,1,2,2,9,8
344,4,0,2,16,11
328,0,0,3,15,2
328,0,0,4,2,5
517,1,0,2,8,13
412,1,1,1,5,1
328,0,0,1,6,5
328,0,0,2,31,8
519,0,0,3,11,18
418,1,0,3,11,6
328,0,1,3,6,11
347,1,0,1,0,14
418,2,0,4,43,14
328,0,0,4,2,15
418,0,0,2,29,9
518,3,0,1,12,11
418,1,0,3,23,3
418,0,0,2,40,7
418,0,0,1,20,15
418,0,1,2,37,24
517,2,0,4,0,12
328,1,0,0,16,0
518,1,0,4,8,2
342,2,0,6,7,0
331,0,0,2,11,5
328,0,0,2,7,5
328,1,0,3,10,0
519,3,0,4,0,8
418,1,0,1,37,8
518,0,0,2,12,26
517,0,5,5,11,17
516,2,0,3,3,10
347,2,0,0,11,12
328,2,0,2,8,0
342,0,0,3,10,5
328,0,0,4,10,2
418,0,0,2,15,9
519,1,0,3,7,6
519,2,0,4,7,10
519,2,0,0,0,8
418,1,0,0,46,2
412,0,3,0,0,18
418,0,1,3,11,0
516,1,0,1,17,5
418,1,0,2,38,2
418,1,0,2,0,11
517,1,0,3,14,8
516,2,2,2,9,2
328,0,0,0,1,0
340,2,1,1,3,6
328,2,0,1,19,0
328,0,0,2,37,1
418,0,0,4,31,7
412,0,3,3,7,1
340,3,0,0,5,0
519,1,0,4,3,8
406,1,0,4,15,0
516,2,0,3,0,7
342,1,1,1,10,9
328,2,0,2,15,4
519,1,0,3,46,37
418,0,0,3,54,9
518,1,0,2,23,11
519,0,0,6,13,9
418,1,0,2,35,16
517,0,0,2,6,2
328,1,0,1,29,0
519,1,0,2,13,11
516,0,0,2,3,0
344,3,0,2,10,9
417,3,2,0,5,2
331,1,0,2,34,0
417,1,2,0,15,17
328,1,0,2,34,6
328,0,0,0,18,0
418,1,0,2,16,8
418,1,0,1,37,8
342,1,0,2,5,16
516,3,0,1,20,0
418,2,0,2,21,11
516,2,0,1,37,2
335,0,0,4,16,7
516,0,0,4,20,13
412,2,0,0,8,5
516,0,0,3,0,0
519,0,0,3,25,9
328,0,0,3,5,9
518,2,0,1,5,0
328,2,0,2,7,4
427,3,0,0,7,4
418,1,3,4,5,15
417,2,1,0,6,4
516,1,0,1,7,4
517,3,1,3,16,8
516,2,0,6,20,0
412,3,1,0,5,6
516,2,0,5,29,49
519,1,0,2,13,11
418,1,0,3,11,16
406,1,1,0,20,5
342,1,0,2,27,4
331,0,0,1,17,0
519,0,0,2,18,2
516,2,0,1,8,13
418,1,0,1,46,8
332,1,0,2,26,9
328,2,0,1,25,10
326,1,0,9,12,14
406,2,0,2,18,2
519,1,0,5,7,4
331,0,0,3,22,9
418,0,0,2,21,0
418,1,0,3,38,4
418,1,0,2,14,1
418,0,0,2,21,4
430,1,3,1,13,17
519,2,0,2,7,20
412,1,0,4,10,3
519,3,0,2,15,12
430,1,4,0,6,1
328,1,0,2,12,1
412,3,2,1,10,5
412,3,0,1,4,0
518,2,0,5,7,7
517,2,0,3,39,12
418,1,0,2,26,9
418,0,0,1,60,2
418,0,0,2,20,13
517,0,0,4,26,12
519,0,3,4,10,2
340,3,2,3,9,5
518,0,0,0,15,7
328,1,0,3,12,4
412,3,2,0,1,0
518,0,0,3,21,12
328,1,1,1,57,0
516,0,0,2,13,13
418,0,3,2,26,6
412,0,4,0,3,10
324,1,0,2,13,2
517,1,0,0,0,5
328,2,0,4,26,3
516,4,0,2,8,4
418,0,0,2,18,4
418,0,0,2,25,12
516,3,0,0,0,7
412,3,0,0,6,1
328,0,0,2,45,6
331,0,0,3,30,12
518,3,0,3,35,0
342,0,0,1,24,8
516,0,0,3,18,10
328,4,0,2,35,10
517,0,0,1,6,9
328,0,0,0,8,0
331,0,0,3,15,4
347,2,2,0,7,10
340,3,1,2,16,1
516,1,3,2,4,12
516,2,0,2,15,4
516,0,0,0,19,9
328,0,0,2,25,10
324,2,0,2,45,6
418,0,0,4,24,4
328,0,0,2,18,2
328,0,0,2,0,0
418,1,1,2,17,4
412,4,1,0,4,1
417,3,0,1,27,11
412,1,0,5,7,8
516,2,0,2,8,8
328,0,0,2,36,14
517,0,0,2,16,7
519,0,0,1,44,0
326,0,0,3,18,6
328,0,0,4,26,10
328,1,0,1,37,3
342,1,0,2,20,4
412,4,0,0,11,0
516,0,0,4,5,5
412,1,2,3,5,9
340,2,0,3,4,0
326,1,0,1,20,2
418,1,0,2,29,5
342,0,0,4,22,9
519,2,0,3,5,12
412,0,0,1,18,13
518,1,0,1,3,5
342,2,0,2,0,0
328,0,0,3,20,5
516,4,0,6,0,3
519,0,0,3,5,27
418,0,0,2,15,6
347,2,0,1,23,5
344,1,3,2,7,10
340,2,0,4,10,10
517,0,1,0,15,8
519,1,0,1,14,0
328,0,0,3,28,4
418,1,0,4,38,8
418,0,0,2,7,7
417,4,2,0,2,8
332,1,0,2,19,15
347,2,0,1,4,6
418,1,0,2,32,8
418,1,0,3,25,7
418,0,0,4,31,16
331,0,0,2,29,2
328,0,0,3,14,10
331,1,0,2,15,0
418,0,0,2,11,12
342,0,0,2,8,5
418,1,0,1,28,7
418,0,0,2,22,6
328,0,0,3,3,9
427,2,1,1,0,10
519,1,0,1,0,66
418,1,1,3,22,11
518,0,0,3,8,2
412,3,0,0,11,5
418,2,0,4,16,5
418,1,0,2,34,7
328,1,0,2,12,18
430,2,1,5,2,0
519,1,0,1,18,8
328,0,0,1,25,9
516,1,0,1,9,4
427,2,3,0,7,16
517,3,0,2,10,8
517,2,4,1,6,54
340,4,0,2,8,22
418,0,0,2,23,4
418,1,1,2,11,9
326,0,0,1,48,0
328,0,1,2,15,6
517,2,0,1,0,7
328,1,0,2,22,6
517,3,0,4,10,4
418,0,0,1,40,9
342,1,2,3,9,6
516,0,0,1,24,0
519,1,0,3,6,10
418,0,0,2,41,2
342,0,0,3,22,7
328,0,0,2,5,0
516,1,0,1,8,6
418,2,0,2,0,2
418,0,0,1,13,3
517,0,0,5,14,0
328,0,2,5,15,11
516,1,0,1,36,11
328,0,0,3,4,0
430,4,2,1,4,0
519,3,0,2,0,6
418,1,0,1,25,0
344,3,1,2,3,7
418,1,0,4,50,5
418,0,0,1,36,7
328,1,0,2,26,0
518,1,2,4,54,4
342,0,0,2,55,5
519,3,0,3,18,10
418,0,0,2,17,0
418,0,0,2,21,16
516,0,2,4,19,4
418,0,0,2,11,7
418,0,0,1,15,8
430,3,1,1,6,7
331,1,1,2,20,5
519,0,0,3,13,0
328,0,0,2,21,2
328,0,0,4,22,5
331,2,0,2,0,0
328,0,0,1,20,12
342,5,0,1,11,12
519,3,0,5,31,9
517,0,1,2,27,6
331,2,0,3,3,3
331,0,0,2,19,10
328,0,0,2,28,13
519,0,0,3,10,11
418,1,0,3,33,11
517,1,0,4,10,3
516,1,0,3,8,0
418,0,1,1,17,6
328,0,0,2,25,5
328,0,0,3,21,5
412,0,4,0,6,2
418,0,0,1,14,4
418,1,1,2,14,0
519,3,0,0,0,10
417,2,1,2,8,8
418,0,0,2,26,6
347,1,0,2,18,6
516,1,0,3,6,7
326,0,3,1,14,5
412,2,2,0,2,7
517,1,0,2,10,3
516,0,0,1,18,0
418,1,0,2,23,10
418,1,0,1,43,14
518,1,0,6,25,6
418,0,2,3,22,17
328,0,0,1,8,2
516,1,0,0,7,7
418,0,0,2,25,0
328,0,0,2,59,15
331,0,0,2,33,12
417,3,0,1,18,2
418,0,0,1,25,5
427,3,0,0,13,8
328,0,0,6,14,22
517,1,0,4,11,1
418,1,0,1,27,5
418,0,0,4,52,7
328,0,0,3,25,13
517,1,1,3,1,8
328,0,0,2,10,1
519,0,4,1,20,7
331,1,0,2,15,0
518,0,0,4,16,12
418,0,0,3,16,2
331,0,0,2,27,18
342,0,0,4,17,6
418,0,0,2,35,7
342,3,0,4,0,9
516,1,2,3,3,1
412,2,2,0,3,0
519,0,0,3,24,6
517,0,0,2,11,13
328,1,0,2,18,6
418,1,0,0,20,0
328,0,1,1,1,2
430,1,0,2,5,7
518,2,0,1,5,6
418,0,0,2,53,5
412,1,4,0,6,4
328,1,0,2,31,11
518,0,0,3,23,7
412,2,1,2,11,5
328,0,0,2,24,0
328,0,0,2,5,4
331,0,0,3,21,6
418,1,0,2,35,6
331,0,0,3,26,7
516,3,0,3,20,6
519,0,0,3,4,9
417,2,0,1,11,14
519,4,0,1,15,2
344,3,1,0,11,5
328,0,0,4,21,11
418,0,0,2,21,7
340,3,0,1,4,0
418,1,0,2,16,22
418,0,0,1,28,2
328,0,0,3,20,18
412,1,4,0,9,8
412,2,0,0,12,13
517,1,0,2,30,10
331,3,2,1,19,12
516,0,0,2,23,2
519,2,0,3,4,2
331,1,0,1,9,7
412,2,1,1,8,14
328,0,0,4,26,16
519,1,0,0,39,14
340,1,0,2,10,2
328,0,0,2,21,5
418,0,0,2,29,4
519,0,0,3,0,18
418,0,0,3,17,7
328,0,0,3,18,10
412,3,0,0,2,0
412,1,2,0,10,5
418,0,0,1,19,7
328,0,0,3,33,15
344,3,1,1,7,10
331,2,0,2,12,6
519,0,0,3,3,6
418,0,0,2,42,2
519,2,0,1,3,6
326,2,0,2,26,10
418,1,0,1,10,3
418,2,0,2,4,0
340,2,0,2,1,0
340,1,0,3,6,9
340,0,2,1,18,2
519,1,0,3,3,2
417,2,0,1,7,8
518,0,1,1,5,8
517,2,2,6,17,16
328,1,0,3,28,2
517,1,0,2,11,9
331,0,0,1,9,10
418,0,0,3,20,16
328,1,0,1,28,14
328,2,1,2,29,9
340,2,1,0,6,0
517,0,0,1,8,19
328,0,0,2,11,4
516,1,5,5,13,14
519,3,0,3,9,5
519,0,0,5,15,4
418,1,0,2,39,10
328,1,3,1,10,8
519,1,0,1,17,1
331,0,0,2,12,8
412,4,2,1,4,12
418,0,0,3,17,6
412,1,0,2,8,7
418,1,0,2,23,8
328,0,0,2,15,14
412,2,0,0,12,12
519,0,0,4,26,13
328,2,0,3,17,0
331,0,0,2,24,7
418,0,0,3,23,4
418,0,0,2,12,14
328,0,0,2,46,20
427,3,1,0,6,0
418,1,1,2,19,6
418,0,0,1,31,1
328,1,0,3,22,6
430,2,2,3,15,4
418,1,0,0,2,10
516,0,0,3,10,0
347,2,0,1,3,8
519,1,0,1,19,17
517,0,0,1,7,5
418,0,0,2,22,6
328,1,0,2,31,0
340,2,0,3,0,7
516,1,0,4,4,18
328,0,0,3,7,20
326,2,0,1,34,7
417,1,0,2,10,7
418,0,0,3,21,9
328,2,0,1,10,4
340,3,0,2,2,7
418,0,0,4,31,9
412,0,0,0,22,6
331,0,0,2,31,4
340,2,0,2,10,10
418,0,0,1,13,3
519,0,2,3,34,11
519,2,0,4,7,7
519,0,0,3,8,11
418,0,0,2,19,5
418,0,0,2,10,0
418,0,0,3,19,0
340,2,4,2,13,11
328,0,0,4,9,5
418,2,0,1,22,12
516,2,0,1,9,2
418,1,0,2,22,0
335,0,0,3,41,6
332,0,0,2,13,5
430,2,2,0,5,5
519,1,0,1,8,9
519,1,0,4,2,0
427,2,2,0,0,21
517,0,0,5,13,4
328,2,0,1,12,13
519,2,0,2,17,4
331,1,0,1,37,7
519,0,1,5,9,14
519,1,0,3,10,24
517,0,0,3,17,18
418,0,0,2,54,8
517,0,0,2,21,8
331,1,1,2,58,2
331,1,0,2,22,5
418,0,0,2,14,10
418,0,0,1,53,4
516,0,0,4,9,12
418,0,0,2,16,0
328,1,0,1,33,15
516,0,0,3,7,14
406,1,2,5,12,16
328,2,0,2,12,10
517,0,0,0,4,7
331,0,0,3,13,7
328,1,0,2,30,6
517,2,0,2,45,0
418,3,0,4,30,5
519,2,1,4,12,8
516,1,0,0,8,7
517,1,0,1,24,1
418,0,0,2,26,6
517,2,1,1,43,6
516,0,0,3,0,11
412,0,1,2,6,0
418,0,0,1,24,11
519,0,0,7,35,0
418,1,0,4,5,1
328,0,0,6,1,9
519,2,0,0,6,7
406,2,2,0,19,3
516,2,1,3,0,24
328,2,0,3,20,6
519,2,0,4,3,0
516,1,0,2,6,13
340,2,0,1,9,0
418,0,0,2,78,6
328,0,1,2,18,7
517,0,0,3,13,16
342,0,1,3,5,11
417,2,0,2,7,5
418,1,0,2,22,4
332,0,0,2,25,0
427,1,2,3,3,8
328,0,1,1,5,1
328,0,0,3,9,10
418,0,0,2,21,7
324,0,0,2,22,7
412,1,2,1,12,5
417,3,2,0,14,0
430,3,2,0,4,6
331,2,1,3,0,23
519,2,0,0,4,7
412,2,2,0,9,0
516,3,0,1,24,0
519,1,0,3,18,10
516,0,0,2,22,7
418,0,0,3,18,6
328,0,0,2,26,6
326,1,0,2,21,0
418,0,0,2,24,2
519,0,0,3,13,4
418,0,0,2,62,10
328,0,0,3,18,22
519,0,0,3,6,9
418,0,0,2,19,9
430,5,3,0,16,7
331,1,0,2,35,6
418,0,0,3,33,4
331,0,0,2,35,0
516,1,2,2,15,13
342,3,0,2,34,16
517,1,1,3,8,19
328,0,0,2,19,14
406,0,0,1,29,10
418,0,1,2,28,15
519,0,0,5,14,3
519,2,1,3,12,5
328,0,0,2,11,12
518,1,0,4,29,0
328,0,0,2,32,9
331,0,0,2,14,9
518,0,0,3,20,7
418,1,1,3,4,4
519,3,0,3,3,8
430,4,1,0,7,9
328,0,0,4,32,0
412,0,4,1,7,2
412,0,3,0,15,13
519,0,0,3,13,12
417,5,0,0,4,0
519,1,0,0,5,7
328,1,2,0,3,11
412,3,0,2,5,8
519,3,0,1,0,8
328,0,1,2,14,9
519,1,0,2,8,1
516,1,0,3,7,1
418,1,0,1,26,10
412,1,0,2,6,0
418,0,0,2,25,4
412,0,2,1,7,0
516,1,0,4,3,16
518,1,0,2,5,10
328,0,0,0,0,0
518,0,1,2,26,1
519,0,0,2,9,0
342,1,2,2,5,12
342,2,2,1,16,5
418,0,0,2,10,4
418,0,0,2,6,0
418,0,1,1,24,16
517,0,0,0,6,0
516,1,0,2,16,3
418,0,0,2,19,0
331,0,0,2,22,5
412,3,2,1,6,0
328,1,0,1,20,4
342,2,0,0,10,7
342,1,0,3,11,0
340,3,0,1,9,5
517,0,0,1,9,23
516,3,0,2,10,13
328,1,1,3,21,2
517,0,0,2,38,0
412,4,2,1,9,3
344,4,0,2,6,6
519,1,0,4,10,11
519,2,0,1,3,20
328,1,0,2,46,8
324,3,0,1,10,7
331,3,0,3,18,4
519,1,0,1,0,32
324,0,0,2,21,28
516,1,0,4,15,4
328,0,0,3,9,7
418,1,0,3,36,10
331,1,0,1,18,6
344,4,1,2,8,2
342,2,2,1,18,7
518,2,0,3,15,13
328,0,0,2,39,16
418,0,0,2,37,5
418,0,0,3,13,8
418,2,0,4,18,0
417,1,0,3,0,2
417,4,2,0,13,12
516,0,0,0,3,2
347,2,0,0,12,5
418,1,0,6,0,19
516,0,0,3,5,2
517,0,0,3,3,0
519,0,0,3,9,9
519,1,0,4,0,8
517,1,0,1,3,6
418,1,0,2,7,4
418,2,0,2,20,8
430,4,0,1,8,14
517,2,0,0,7,4
344,1,0,2,6,0
340,3,1,2,12,3
519,0,0,2,7,6
418,0,1,3,20,7
342,1,0,1,12,4
418,0,0,1,10,2
430,3,1,0,5,4
519,0,0,1,5,6
516,1,0,2,17,3
418,0,0,1,15,2
417,3,1,1,5,10
342,0,0,3,38,14
340,2,1,1,11,6
418,0,0,3,30,19
519,1,0,2,6,0
328,0,0,3,37,6
342,0,0,2,55,6
342,0,0,2,26,8
519,1,0,1,20,6
328,0,0,3,15,6
519,0,0,5,8,13
519,1,3,2,8,11
517,0,1,3,10,11
517,0,0,2,41,17
519,0,0,4,48,13
517,1,0,2,25,13
418,0,0,3,9,2
518,0,1,4,28,24
328,0,0,2,23,0
517,0,0,3,7,6
516,0,0,7,16,1
517,2,1,0,9,12
418,1,0,2,30,8
347,2,0,0,0,19
519,0,0,4,9,11
517,2,0,7,6,8
340,4,0,0,5,0
418,0,0,2,39,0
418,0,1,2,18,2
516,3,0,0,4,18
517,0,0,5,11,8
331,0,0,1,7,0
519,2,0,3,15,18
324,0,0,2,14,0
418,0,0,2,25,10
516,1,0,3,15,7
519,1,0,0,15,3
328,1,0,2,12,4
516,1,0,3,13,2
516,2,0,0,5,5
418,0,0,2,14,4
406,2,1,0,8,2
412,0,1,4,11,0
517,3,0,5,31,9
519,0,0,2,0,10
516,1,0,6,19,0
418,0,0,1,15,10
412,3,0,1,8,14
412,3,2,0,7,8
347,3,0,3,3,11
328,0,0,2,7,10
518,0,1,3,41,9
417,1,1,2,9,11
418,0,0,2,16,0
328,0,0,4,16,5
418,0,0,2,36,6
418,0,0,2,12,2
324,0,0,3,26,7
328,1,0,2,11,14
324,0,0,2,13,4
418,0,0,2,16,18
418,2,1,0,50,14
328,0,0,2,10,19
412,2,2,2,18,13
328,1,0,2,27,0
412,4,3,2,7,3
418,0,2,2,19,16
519,1,1,3,5,9
328,0,0,3,20,0
328,0,0,3,13,10
418,2,0,5,27,0
340,3,0,0,2,7
418,1,0,2,49,3
418,0,0,2,20,5
516,0,0,3,8,19
418,0,0,2,18,0
418,0,0,2,33,7
518,0,0,2,12,6
326,0,0,2,0,8
328,1,0,2,11,8
519,3,0,2,20,9
518,0,0,2,9,0
516,0,0,1,31,8
418,1,0,0,34,0
517,0,2,2,20,11
517,2,0,2,18,3
328,1,0,2,38,24
519,0,0,3,10,8
518,0,0,2,39,16
328,0,0,0,30,16
331,0,0,2,35,8
331,1,0,2,19,0
519,2,0,4,19,14
518,0,0,3,4,0
412,2,2,0,0,7
328,0,0,2,11,7
328,0,0,3,20,6
342,0,0,1,34,5
519,0,1,2,0,7
331,0,0,3,12,2
516,0,0,4,0,11
516,2,0,2,5,11
517,0,0,3,0,4
340,0,1,3,11,11
340,3,0,2,4,8
519,4,0,0,0,7
418,0,0,2,21,7
412,2,1,0,0,14
519,2,0,2,6,15
342,0,0,1,27,2
418,0,0,4,24,7
519,1,1,5,9,10
412,3,0,3,2,2
328,0,0,3,32,6
519,1,0,6,15,6
328,0,0,2,20,5
418,0,0,2,20,11
418,0,0,1,51,9
412,0,0,5,12,3
517,1,1,1,9,7
328,0,0,4,15,24
517,0,1,2,27,6
331,0,0,2,25,0
418,1,0,3,23,7
418,2,0,2,0,0
516,1,0,1,9,15
328,0,0,3,8,7
418,1,1,2,2,17
412,0,0,0,3,7
519,2,0,2,6,15
517,0,0,0,21,0
418,0,0,2,43,6
328,1,0,2,19,10
418,1,1,2,40,6
516,1,0,1,10,11
328,1,0,5,18,8
328,0,0,1,39,7
518,1,0,2,3,9
519,0,1,5,9,14
418,0,0,2,30,6
430,3,0,0,8,2
418,0,0,2,17,7
518,1,0,2,5,7
328,0,0,2,31,7
418,0,0,2,41,7
516,1,0,1,0,13
427,4,2,0,2,6
418,0,0,1,37,5
328,1,0,2,36,11
418,1,0,1,14,2
328,0,0,3,11,10
347,2,0,3,22,4
412,0,0,6,3,6
328,0,0,2,40,0
418,1,0,2,17,5
418,0,0,3,18,5
418,1,0,3,7,14
519,0,0,3,2,0
328,0,0,6,13,10
516,0,0,4,6,9
518,1,0,0,0,0
519,0,0,2,16,16
418,0,0,1,21,3
328,0,0,6,13,0
516,2,0,3,9,0
331,0,2,2,11,15
418,1,0,3,27,7
331,1,0,1,24,0
417,2,0,4,6,19
430,6,1,1,10,5
516,0,0,1,6,11
517,1,0,4,0,0
412,2,2,0,0,4
418,0,0,4,5,2
418,0,0,2,17,9
418,0,0,3,56,0
418,1,1,3,15,9
430,3,3,0,4,9
326,0,0,3,25,9
516,0,0,4,38,18
331,2,0,2,18,2
430,3,3,0,1,16
331,0,1,2,61,0
326,2,2,2,9,0
418,2,3,3,22,4
418,4,0,1,31,5
328,0,0,2,21,5
328,1,0,3,15,11
519,2,0,1,3,2
328,0,0,2,33,4
518,2,0,0,7,0
519,4,0,0,37,16
418,0,0,2,18,2
418,2,2,1,26,14
412,4,0,0,14,2
326,0,0,2,10,12
340,6,0,1,5,8
519,2,0,4,8,7
517,0,0,2,22,4
328,1,0,1,0,11
418,2,0,1,46,0
340,3,0,0,10,1
430,2,2,0,11,10
517,1,0,4,10,5
328,0,1,4,19,18
326,2,0,3,21,2
417,5,2,1,12,6
417,5,0,2,5,2
418,0,0,4,18,15
347,1,0,1,14,2
417,2,3,0,4,2
418,1,0,2,8,14
328,0,0,2,38,1
328,0,0,0,11,5
518,1,0,3,10,7
519,0,0,2,25,0
328,2,0,2,18,8
418,0,0,2,3,14
430,2,2,0,2,13
519,2,0,0,0,8
430,2,2,1,0,0
418,0,0,3,29,0
328,0,1,0,21,2
516,0,0,0,11,3
517,0,0,3,15,10
519,1,0,2,4,5
519,1,0,3,13,2
519,1,0,1,3,0
418,2,0,1,22,7
519,2,0,3,8,3
518,0,3,3,7,0
519,2,0,4,11,13
430,2,2,0,4,2
516,1,2,0,16,11
342,2,0,3,15,0
519,0,0,1,5,13
418,0,0,3,24,18
412,4,0,0,8,1
517,0,0,3,14,0
519,0,0,7,3,7
328,0,0,3,26,0
418,0,0,0,1,15
418,1,0,2,25,16
418,1,0,2,21,5
418,2,0,5,22,3
519,0,0,4,16,17
427,3,2,0,6,2
418,1,0,2,15,2
340,4,0,1,13,1
418,0,0,3,17,9
340,2,0,3,8,0
517,2,0,2,14,6
519,1,0,1,4,12
418,0,0,3,15,5
418,0,0,4,27,9
331,0,0,1,11,8
328,0,0,2,5,10
331,1,2,2,23,5
516,0,4,5,7,17
328,0,0,3,29,1
331,1,0,2,15,5
516,2,0,2,8,2
418,0,0,0,10,9
328,0,3,4,9,11
417,1,2,1,9,0
516,1,0,2,17,5
518,1,0,2,5,7
417,2,2,0,6,11
328,1,0,0,22,9
418,1,0,2,34,10
412,3,0,0,6,4
347,1,0,0,9,2
516,1,0,1,31,2
332,2,0,3,47,23
418,0,1,3,27,12
418,0,0,3,16,10
418,0,0,3,20,3
518,1,0,5,8,2
517,0,0,2,38,0
518,2,0,4,43,0
516,1,0,4,12,20
418,0,0,3,11,6
418,1,1,1,10,8
331,0,0,2,20,9
328,0,0,1,27,4
331,0,0,2,29,0
418,0,0,2,31,2
418,1,0,4,53,6
518,1,0,4,15,0
418,0,0,2,34,13
328,0,0,3,28,9
347,0,0,3,0,0
519,1,1,2,2,7
342,2,0,3,21,2
328,1,0,1,40,0
417,2,1,0,1,0
324,1,0,2,9,17
418,0,0,2,12,3
516,1,0,2,14,0
519,5,1,0,14,19
516,2,0,2,9,9
517,1,0,4,10,5
518,1,1,1,4,2
519,0,0,4,0,7
430,1,2,0,15,0
326,0,0,3,14,6
328,1,0,1,36,6
418,1,1,0,23,21
516,0,0,4,12,12
412,1,0,0,7,1
412,1,2,2,6,5
418,1,0,2,32,0
517,0,0,1,17,10
331,0,0,2,27,0
331,0,0,2,25,5
328,0,0,3,6,8
418,0,0,3,21,12
430,1,1,1,16,1
519,0,0,1,6,5
418,1,0,3,32,11
328,0,0,2,29,5
347,3,1,1,14,6
418,0,0,2,22,10
517,0,0,4,20,2
430,3,0,1,2,9
328,1,0,1,19,23
418,0,0,2,21,6
328,0,0,3,50,10
328,0,1,3,39,7
328,1,0,1,36,13
518,0,0,4,9,4
412,3,2,0,8,0
418,0,0,5,16,10
516,1,0,3,13,6
519,1,0,1,9,4
516,0,0,0,0,0
427,3,3,0,14,7
519,0,1,1,14,4
331,2,2,1,9,12
328,0,0,3,6,14
342,3,0,0,8,15
328,1,0,8,0,19
516,3,0,0,3,2
519,3,0,2,3,6
519,0,0,4,32,36
516,2,0,3,0,3
328,0,0,3,81,0
331,1,0,5,10,2
418,1,0,2,12,12
518,2,0,9,1,27
519,1,0,8,5,6
519,0,0,3,23,4
427,2,2,0,3,11
516,2,0,3,14,0
328,1,0,1,23,0
417,5,1,0,14,6
430,1,3,0,9,4
417,2,0,3,7,8
406,1,0,3,9,5
412,0,2,0,12,9
328,0,0,2,8,2
516,3,0,4,0,15
418,0,0,5,18,6
406,0,0,0,32,4
516,1,0,2,2,9
516,0,0,3,8,12
518,0,0,3,4,1
519,1,0,0,5,7
412,1,3,3,6,15
519,0,0,2,15,6
418,0,0,2,27,0
519,0,0,4,17,7
516,2,0,6,0,14
519,2,0,2,8,12
331,0,0,3,14,17
516,2,0,1,2,0
328,0,0,1,23,17
331,1,0,2,5,12
519,0,0,3,16,6
328,0,0,4,5,5
519,0,0,4,4,4
418,2,1,0,26,0
328,0,0,2,30,7
418,0,0,4,10,12
418,1,0,3,36,14
418,1,0,3,31,12
324,1,0,1,11,4
516,3,0,3,9,10
517,0,0,1,17,9
328,1,0,3,10,10
342,1,2,3,11,2
518,0,0,4,4,8
412,5,1,2,5,0
516,1,2,3,6,14
516,1,0,0,5,0
417,3,2,0,5,4
412,5,0,0,18,2
324,0,0,2,11,4
517,0,0,4,3,0
418,0,0,1,28,14
332,0,0,1,31,7
517,2,0,3,6,10
340,1,0,2,9,6
418,0,0,3,9,12
430,5,0,0,9,9
324,2,1,6,3,13
332,1,0,1,9,9
516,3,0,0,15,0
517,0,0,3,3,3
430,1,2,0,12,0
324,0,0,3,9,17
331,0,0,2,35,2
519,2,1,2,3,1
340,3,0,3,11,13
418,1,0,3,23,0
335,0,0,2,37,5
517,0,0,4,3,10
417,3,0,0,13,0
517,2,0,3,18,2
517,0,0,3,12,50
328,2,0,2,9,0
328,0,0,3,22,12
412,3,0,3,4,0
331,0,0,2,22,9
331,0,0,2,22,0
517,1,0,4,28,10
516,0,0,2,7,7
418,0,0,2,14,4
418,2,0,1,24,6
418,0,1,2,16,7
417,2,1,2,5,6
517,1,0,2,9,10
331,2,0,0,23,7
518,1,0,2,15,14
516,3,0,0,0,7
331,1,1,1,17,6
519,1,0,2,4,0
418,0,3,4,0,10
517,0,0,2,12,9
412,0,3,1,5,2
517,0,0,2,5,0
418,0,0,3,24,3
418,0,0,1,39,6
347,1,0,2,22,6
328,0,0,2,26,2
418,1,0,2,29,9
418,1,0,2,10,8
342,2,0,2,9,4
519,0,0,3,10,4
326,2,0,0,7,17
516,1,0,2,0,2
417,3,1,1,9,3
328,0,0,2,12,0
412,2,2,0,5,2
418,0,0,2,19,10
340,1,0,2,13,17
344,2,2,2,18,13
406,1,0,4,44,9
418,0,0,2,22,5
418,0,0,2,18,11
328,0,1,3,11,13
516,1,0,3,15,12
516,2,0,4,9,8
417,2,0,1,13,13
412,2,0,0,0,9
418,0,0,4,27,8
328,1,0,2,3,6
328,2,0,4,11,4
418,1,0,4,15,13
412,2,3,0,5,1
418,0,0,3,17,0
418,0,0,5,14,18
328,0,0,3,18,29
519,0,0,2,21,2
328,0,0,1,11,5
418,0,1,2,21,12
344,4,2,0,3,0
328,0,0,2,44,2
328,1,0,2,18,5
328,1,0,3,8,0
519,0,0,4,0,9
331,1,0,3,20,8
331,1,0,0,13,0
412,3,0,0,14,21
328,1,1,1,24,5
